"234 x 400","234 x 400"
"234 x 60","234 x 60"
"250 x 250","250 x 250"
"300 x 50","300 x 50"
"3D Secure","3D Secure"
"3D Secure Card Validation","Xác nhận bảo mật thẻ 3D"
"3D Secure validation is required for Maestro cards. Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.","Xác nhận bảo mật 3D là bắt buộc cho thẻ Maestro. Hỗ trợ cho thẻ American Express cards yêu cầu thêm các thỏa thuận khác. Tìm hiểu thêm tại <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>."
"468 x 60","468 x 60"
"728 x 90","728 x 90"
"800 x 66","800 x 66"
"<a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>","<a href=""http://www.magentocommerce.com/paypal"">Bắt đầu chấp nhận thanh toán qua PayPal!</a>"
"A case that has been resolved and close requires a reimbursement.","Một trường hợp mà đã được xử lý và đóng lại yêu cầu hoàn lại."
"A reversal has occurred on this transaction because of a customer dispute suspecting unauthorized spoof.","Một hoàn trả đã xảy ra trên giao dịch này vì một tranh chấp khách hàng bị nghi ngờ là hành vi lừa đảo."
"A reversal has occurred on this transaction because you have given the customer a refund.","Một hoàn trả đã xảy ra trên giao dịch này vì bạn hoàn tiền cho khách hàng."
"A reversal has occurred on this transaction due to a chargeback by your customer.","Một hoàn trả đã xảy ra trên giao dịch này vì sự hoàn trả từ khách hàng của bạn."
"A reversal has occurred on this transaction due to a complaint about the transaction from your customer.","Một hoàn trả đã xảy ra trên giao dịch này vì phàn nàn về giao dịch từ khách hàng của bạn."
"A reversal has occurred on this transaction due to your customer triggering a money-back guarantee.","Một hoàn trả đã xảy ra trên giao dịch này vì khách hàng của bạn khởi động cam kết hoàn tiền."
"A value is required for live mode. Refer to your CardinalCommerce agreement.","Một giá trị được yêu cầu cho chế độ trực tiếp. Hãy tham khảo Thỏa thuận thương mại của bạn."
"ACH Deposit (Hold for Dispute or Other Investigation)","Tiền đặt cọc ACH (Giữ cho tranh chấp hoặc các điều tra khác)"
"ACH Deposit (Reversal)","Tiền đặt cọc ACH (Hoàn trả)"
"ACH Funding for Funds Recovery from Account Balance","Quỹ ACH cho khôi phục quỹ từ số dư tài khoản"
"ACH Withdrawal","Rút tiền ACH"
"API Authentication Methods","API Phương pháp xác thực"
"API Certificate","API Giấy chứng nhận"
"API Password","API mật khẩu"
"API Signature","API chữ ký"
"API Username","API tên người dùng"
"API Uses Proxy","API sử dụng Proxy"
"Ability for buyer to purchase without PayPal account.","Người mua có thể mua hàng mà không cần tài khoản PayPal."
"Accept credit card and PayPal payments securely.","Chấp nhận thanh toán an toàn cho thẻ tín dụng và PayPal."
"Accept credit cards, debit cards and PayPal payments securely.","Chấp nhận thanh toán an toàn cho thẻ tín dụng, thẻ ghi nợ và PayPal."
"Accept payments in your shopping cart. PayPal will process your card payments through the Payflow Gateway.","Chấp nhận thanh toán giỏ hàng. Paypal sẽ tiến hành thanh toán của bạn trên cổng thanh toán Payflow."
"Accept payments with a PCI compliant checkout that keeps customers on your site.","Chấp nhận thanh toán với chứng chỉ bảo mật PCI để giữ khách hàng trên trang của bạn ."
"Accept payments with a PCI-compliant checkout that keeps customers on your site.","Chấp nhận thanh toán với chứng chỉ bảo mật PCI để giữ khách hàng trên trang của bạn."
"Accept payments with a completely customizable checkout page.","Chấp nhận thanh toán với một trang thanh toán tùy chỉnh hoàn toàn."
"Accept payments with a completely customizable checkout.","Chấp nhận thanh toán với một trang thanh toán tùy chỉnh hoàn toàn."
"Acceptance Mark","Đánh dấu chấp nhận"
"Acceptance Mark Image","Hình ảnh đánh dấu chấp nhận"
"Account-to-Account Payment, initiated by PayPal","Thanh toán chuyển khoản, bắt đầu với PayPal"
"Add PayPal as an additional payment method to your checkout page to increase your sales.","Thêm PayPal như là một phương pháp thanh toán trên trang thanh toán của bạn để tăng doanh số."
"Add PayPal as an additional payment method to your checkout page.","Thêm PayPal như là một phương pháp thanh toán trên trang thanh toán của bạn."
"Add another payment method to your existing solution or as a stand-alone option.","Thêm một phương pháp thanh toán trên giải pháp hiện tại của bạn hoặc thêm như là một tùy chọn tách biệt."
"Additional Options","Tùy chọn thêm"
"Address","Địa chỉ"
"Address Verification System Response","Trả lời hệ thống xác nhận địa chỉ"
"Advanced Settings","Cài đặt nâng cao"
"Advertise Paypal Credit","Quảng cáo thẻ tín dụng PayPal"
"All the address information matched","Tất cả thông tin địa chỉ phù hợp"
"Allow in Billing Agreement Wizard","Cho phép trong thỏa thuận thanh toán"
"Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).","Giá trị cho phép: ""paypal"", ""primary"" (mặc định), your_custom_value (một kiểu trang thanh toán tùy chỉnh từ hồ sơ tài khoản thương mại của bạn)."
"Allowed Credit Card Types","Các loại thẻ tín dụng được phép"
"Also affects mini-shopping cart.","Cũng ảnh hưởng đến giỏ hảng nhỏ."
"Ask Customer","Hỏi khách hàng"
"Attempted Authentication, Bad Result","Cố gắng xác thực, kết quả xấu"
"Attempted Authentication, Good Result","Cố gắng xác thực, kết quả tốt"
"Auction Payment other than through eBay","Thanh toán đấu giá khác ngoài eBay"
"Authenticated, Bad Result","Đã xác thực, Kết quả xấu"
"Authenticated, Good Result","Đã xác thực, Kết quả tốt"
"Authorization","Ủy quền"
"Authorization Honor Period (days)","Khoảng thời gian ủy quyền (ngày)"
"Authorization transaction is required to void.","Quá trình ủy quyền được yêu cầu để hủy."
"Authorized amount of %s.","Số lượng đã ủy quyền của %s."
"Authorizing amount of %s is pending approval on gateway.","Số lượng đang ủy quyền của %s đang chờ phê duyệt trên cổng thanh toán."
"Auto","Tự động"
"AutoSweep","Quét tự động"
"Available Balance","Số dư có sẵn"
"Balance Manager Account Bonus","Quản lý tài khoản thưởng"
"Basic Settings - PayPal Express Checkout","Cài đặt cơ bản - Thanh toán nhanh PayPal"
"Basic Settings - PayPal Integral Evolution","Cài đặt cơ bản - PayPal Integral Evolution"
"Basic Settings - PayPal Pasarela integral","Cài đặt cơ bản - PayPal Pasarela integral"
"Basic Settings - PayPal Payflow Link","Cài đặt cơ bản - PayPal Payflow Link"
"Basic Settings - PayPal Payflow Pro","Cài đặt cơ bản - PayPal Payflow Pro"
"Basic Settings - PayPal Payments Advanced","Cài đặt cơ bản - Thanh toán chất lượng cao PayPal"
"Basic Settings - PayPal Payments Pro","Cài đặt cơ bản - Thanh toán PayPal Pro"
"Basic Settings - PayPal Payments Pro Hosted Solution","Cài đặt cơ bản - PayPal Payments Pro Hosted Solution"
"Basic Settings - PayPal Payments Standard","Cài đặt cơ bản - Thanh toán PayPal cơ bản"
"Basic Settings - PayPal Pro","Cài đặt cơ bản - PayPal Pro"
"Basic Settings - PayPal Website Payments Plus","Cài đặt cơ bản - PayPal Website Payments Plus"
"Basic Settings - PayPal Website Payments Pro","Cài đặt cơ bản - PayPal Website Payments Pro"
"Basic Settings - PayPal Website Payments Pro Hosted Solution","Cài đặt cơ bản - PayPal Website Payments Pro Hosted Solution"
"Basic Settings - PayPal Website Payments Pro Payflow Edition","Cài đặt cơ bản - PayPal Website Payments Pro Payflow Edition"
"Basic Settings - PayPal Website Payments Standard","Cài đặt cơ bản - PayPal Website Payments Standard"
"Billing Agreement Signup","Đăng ký thỏa thuận thanh toán"
"Billing Information","Thông tin thanh toán"
"Bonus for first ACH Use","Tiền thưởng cho lần sử dụng ACH đầu tiên"
"Both section above must be complete. ","Cả hai mục ở trên phải được hoàn tất. "
"Buyer Credit Payment","Thanh toán tín dụng của người mua"
"Buyer claims that a possible duplicate payment was made to the merchant.","Người mua phàn nàn rằng có thể có một bản sao thanh toán đã được thực hiện tới người bán."
"Buyer claims that he did not receive goods or service.","Người mua phàn nàn rằng họ không nhận được sản phẩm hoặc dịch vụ."
"Buyer claims that he/she did not authorize transaction.","Người mua phàn nàn rằng họ không ủy quyền giao dịch."
"Buyer claims that the goods or service received differ from merchant’s description of the goods or service.","Người mua phàn nàn rằng sản phẩm hoặc dịch vụ mà họ nhận được không giống như mô tả của người bán."
"Buyer claims that the received merchandise is unsatisfactory, defective, or damaged.","Người mua phàn nàn rằng họ nhận được hàng hóa không như mong muốn hoặc bị hư hỏng."
"Buyer\'s Tax ID","ID thuế người mua"
"Buyer\'s Tax ID Type","Loại ID thuế người mua"
"By default it is ""reports.paypal.com"".","Mặc định là ""reports.paypal.com""."
"CNPJ","CNPJ"
"CPF","CPF"
"CVV Entry is Editable","CVV nhập vào có thể sửa được"
"CVV2 Check Result by PayPal","Kết quả kiểm tra CVV2 bởi PayPal"
"Can not send new order email.","Không thể gửi email đơn hàng mới."
"Cannot create target file for reading reports.","Không thể tạo tệp mục tiêu cho các báo cáo đang đọc."
"Catalog Category Page","Trang loại mặt hàng trong danh mục"
"Catalog Product Page","Trang sản phẩm trong danh mục"
"Centinel API URL","Centinel API URL"
"Centinel Custom API URL","Centinel Custom API URL"
"Charge-off","Khoản nợ"
"Chargeback","Hoàn trả"
"Checkout Cart Page","trang thanh toán giỏ hàng"
"Checkout with PayPal","Thanh toán với PayPal"
"Checkout with PayPal Paypal Credit","Thanh toán với thẻ tín dụng PayPal"
"Choose a secure bundled payment solution for your business.","Lựa chọn một giải pháp thanh toán an toàn cho doanh nghiệp của bạn."
"City","Quận/Huyện"
"Click here if you are not redirected within 10 seconds...","Nhấn vào đây nếu bạn không được chuyển hướng trong vòng 10 giây tới..."
"Close","Đóng"
"Company","Công ty"
"Complaint","Phàn nàn"
"Completion Date","Ngày kết thúc"
"Configure","Cấu hình"
"Connect your merchant account with a PCI-compliant gateway that lets customers pay without leaving your site.","Kết nối tài khoản người bán với một cổng PCI-compliant để cho phép khách hàng thanh toán mà không phải rời khỏi trang của bạn."
"Connect your merchant account with a fully customizable gateway that lets customers pay without leaving your site.","Kết nối tài khoản người bán với một cổng tùy chỉnh hoàn toàn để cho phép khách hàng thanh toán mà không phải rời khỏi trang của bạn."
"Continue","Tiếp tục"
"Countries Payment Applicable From","Quốc gia có thể thanh toán từ"
"Country","Quốc gia"
"Coupon Redemption","Phiếu giảm giá"
"Credit","Tín dụng"
"Credit Card Settings","Thiết lập thẻ tín dụng"
"Currency Conversion required to cover negative balance","Chuyển đổi ngoại tệ được yêu cầu để trang trải số dư không đáng có"
"Custom","Tùy chỉnh"
"Custom Endpoint Hostname or IP-Address","Tùy chỉnh tên máy chủ và địa chỉ IP điểm cuối"
"Custom Path","Tùy chỉnh đường dẫn"
"Customer did not include a confirmed address.","Khách hàng chưa có một địa chỉ xác nhận."
"Daily","Hàng ngày"
"Debit","Ghi nợ"
"Debit Card Cash Back","Thẻ ghi nợ thu hồi tiền mặt"
"Debit Card Transaction","Giao dịch thẻ ghi nợ"
"Debit or Credit","Ghi nợ hoặc tín dụng"
"Debug Mode","Chế độ sửa lỗi"
"Direct Payment API","API thanh toán trực tiếp"
"Discount","Giảm giá"
"Display","Hiển thị"
"Display Express Checkout in the Payment Information step","Hiển thị Express Checkout trong bước thông tin thanh toán"
"Display on Product Details Page","Hiển thị trên trang chi tiết sản phẩm"
"Display on Shopping Cart","Hiển thị trong giở hàng"
"Displays on catalog pages and homepage.","Hiển thị trên trang chủ và các trang danh mục."
"Dispute","Tranh chấp"
"Don't have a PayPal account? Simply enter your email address.","Bạn không có tài khoản Paypal? Hãy điền địa chỉ email của bạn."
"Dynamic","Động"
"EFT Funding (German banking)","Quỹ EFT (Ngân hàng Đức)"
"Edit","Chỉnh sửa"
"Edit Payment Information","Sửa thông tin thanh toán"
"Edit Shopping Cart","Sửa giỏ hàng"
"Email Address","Địa chỉ email"
"Email Associated with PayPal Merchant Account","Email được liên kết với tài khoản mua bán PayPal"
"Email Associated with PayPal Merchant Account (Optional)","Email được liên kết với tài khoản mua bán PayPal (Tùy chọn)"
"Enable Automatic Fetching","Kích hoạt tính năng tìm và nạp tự động"
"Enable Express Checkout","Kích hoạt Express Checkout"
"Enable PayPal Guest Checkout","Kích hoạt Khách thanh toán PayPal"
"Enable Payflow Link","Kích hoạt Payflow Link"
"Enable Paypal Credit","Kích hoạt tín dụng PayPal"
"Enable SSL verification","Kích hoạt xác thực SSL"
"Enable this Solution","Kích hoạt giải pháp này"
"Enabled","Đã kích hoạt"
"Event","Sự kiện"
"Event Code","Mã sự kiện"
"Every 10 days","Mỗi 10 ngày"
"Every 14 days","Mỗi 14 ngày"
"Every 3 days","Mỗi 3 ngày"
"Every 30 days","Mỗi 3000 ngày"
"Every 40 days","Mỗi 400 ngày"
"Every 7 days","Mỗi 7 ngày"
"Exact Match. Address and Postal Code. International","Tổng hợp chính xác địa chỉ và mã bưu chính toàn thế giới"
"Exact Match. Address and Postal Code. UK-specific","Tổng hợp chính xác địa chỉ và mã bưu chính các nước cụ thể - Anh"
"Exact Match. Address and nine-digit ZIP code","Tổng hợp chính xác địa chỉ và 9 chữ số mã bưu chính"
"Express Checkout","Thanh toán nhanh"
"Express Checkout APIs","APIs thanh toán nhanh"
"Express Checkout and Order have been canceled.","Thanh toán nhanh và đơn hàng đã bị hủy."
"Express Checkout has been canceled.","Thanh toán nhanh đã bị hủy."
"Failed to fetch reports from '%s@%s'.","Không thể xem báo cáo từ '%s@%s'."
"Fax","Fax"
"Fee Amount","Số tiền phí"
"Fee Debit or Credit","Phí ghi nợ hoặc tín dụng"
"Fee Reversal","Phí hoàn trả"
"Fee: Foreign ACH Withdrawal","Phí: Rút tiền nước ngoài ACH"
"Fee: Mass Pay Request","Phí: Yêu cầu trả tiền hàng loạt"
"Fee: Web Site Payments Pro Account Monthly","Phí: Tài khoản pro thanh toán website hàng tháng"
"Fee: WorldLink Check Withdrawal","Phí: Rút tiền để phát hành séc trên toàn thế giới"
"Fetch","Tải"
"Fetch Updates","Tải cập nhật"
"Fetched %s report rows from '%s@%s'.","Đã tải %s report rows from '%s@%s'."
"For Virtual Quotes Only","Chỉ dành cho sản phẩm ảo"
"Frontend Experience Settings","Thiết lập trải nghiệm giao diện người dùng"
"Funding","Đang thanh toán"
"General (Authorization)","Tổng quát (Quỷ quyền)"
"General (Dividend)","Tổng quát (Cổ tức)"
"General (Funds Transfer from PayPal Account to Another)","Tổng quát (Chuyển thanh toán từ tài khoản Paypal sang một tài khoản khác)"
"General (Purchase with a credit card)","Tổng quát (Mua hàng với thẻ tín dụng)"
"General Adjustment without businessrelated event","Điều chỉnh chung mà không có hoạt động kinh doanh liên quan"
"General Currency Conversion","Chuyển đổi ngoại tệ chung"
"General Funding of PayPal Account ","Thanh toán của tài khoản PayPal "
"General Redemption","Giảm giá chung"
"General Withdrawal from PayPal Account","Tổng tiền rút từ tài khoản PayPal"
"General. Product no longer supported","Tổng quát. Sản phẩm không còn được hỗ trợ"
"General: Use of PayPal account for purchasing as well as receiving payments","Tổng quát: Sử dụng tài khoản Paypal cho thanh toán cũng như nhận thanh toán"
"General: Withdrawal from PayPal Account","Tổng quát: Rút tiền từ tài khoản PayPal"
"General: Withdrawal to Non-Bank Entity","Tổng quát: Rút tiền từ thực thể phi ngân hàng"
"General: adjustment of a type not belonging to the other T12xx categories","Tổng quát: điều chỉnh của một loại không thuộc các danh mục T12xx khác"
"General: bonus of a type not belonging to the other T08xx categories","Tổng quát: tiền thưởng của một loại không thuộc các danh mục T08xx khác"
"General: event not yet categorized","Tổng quát: sự kiện chưa được phân loại"
"General: non-payment fee of a type not belonging to the other T01xx categories","Tổng quát: phí không thanh toán của một loại không thuộc các danh mục T01xx khác"
"General: received payment of a type not belonging to the other T00xx categories","Tổng quát: thanh toán nhận được của một loại không thuộc các danh mục T00xx khác"
"General: reversal of a type not belonging to the other T11xx categories","Tổng quát: hoàn trả của một loại không thuộc các danh mục T11xx khác"
"General: temporary hold of a type not belonging to the other T15xx categories","Tổng quát: Giữ lại tạm thời của một loại không thuộc các danh mục T15xx khác"
"Get Credentials from PayPal","Nhận chứng nhận từ PayPal"
"Get Publisher ID from PayPal","Nhận ID nhà xuất bản từ PayPal"
"Gift Certificate Payment: purchase of Gift Certificate","Thanh toán chứng nhận quà tặng: mua chứng nhận quà tặng"
"Gift Certificate Redemption","Giảm giá chứng nhận quà tặng"
"Gross Amount","Tổng số tiền"
"Header (center)","Header (căn giữa)"
"Header Background Color","Màu nền của Header"
"Header Border Color","Màu viền Header"
"Header Image URL","URL hình ảnh Header"
"Help","Trợ giúp"
"Hidden Virtual PayPal Debit Card Transaction","Ẩn giao dịch thẻ ghi nợ PayPal"
"Hold for Dispute Investigation","Giữ cho khảo sát tranh chấp"
"Home Page","Trang chủ"
"I'm sorry - but we are not able to complete your transaction. Please contact us so we can assist you.","Xin lỗi - nhưng chúng tôi không thể hoàn thành giao dịch của bạn. Vui lòng liên hệ với chúng tôi để được hỗ trợ."
"I'm sorry - but we were not able to process your payment. Please try another payment method or contact us so we can assist you.","Xin lỗi - nhưng chúng tôi không thể tiến hàng thanh toán của bạn. Vui lòng thử phương pháp thanh toán khác hoặc liên hệ với chúng tôi để được hỗ trợ."
"IPN ""%s"".","IPN ""%s""."
"IPN ""%s"". %s Transaction amount %s. Transaction ID: ""%s""","IPN ""%s"". %s Số tiền giao dịch %s. ID giao dịch: ""%s"""
"IPN ""%s"". A dispute has been resolved and closed. %s Transaction amount %s.","IPN ""%s"". Một tranh chấp đã được giải quyết và đóng lại. %s Số tiền giao dịch %s."
"IPN ""%s"". Case type ""%s"". Case ID ""%s"" %s","IPN ""%s"". Loại trường hợp ""%s"". ID trường hợp ""%s"" %s"
"If empty, a default value will be used. Custom URL may be provided by CardinalCommerce agreement.","Nếu để trống, một giá trị mặc định sẽ được sử dụng. URL tùy chỉnh có thể được cung cấp bởi Thỏa thuận thương mại."
"If not specified, Default Country from General Config will be used","Nếu không xác định, quốc gia mặc định từ cấu hình chung sẽ được sử dụng"
"If this option is enabled, customer can change shipping address and shipping method on PayPal website. In live mode works via HTTPS protocol only.","Nếu tùy chọn này được kích hoạt, khách hàng có thể thay đổi địa chỉ và phương pháp vận chuyển trên website của PayPal. Trong chế độ trực tiếp, chỉ có thể hoạt động qua giao thức HTTPS."
"If you do not have multiple users set up on your account, please re-enter your Vendor/Merchant Login here.","Nếu bạn không cài đặt nhiều người dùng trên tài khoản, vui lòng nhập lại Đăng nhập người bán/nhà cung cấp ở đây."
"Impossible to issue a refund transaction because the capture transaction does not exist.","Không thể tiến hành giao dịch hoàn tiền vì giao dịch xác nhận không tồn tại."
"Incentive","Ưu đãi"
"Initiation Date","Ngày khởi tạo"
"Integral Evolution","Thanh toán với PayPal"
"Invoice ID","ID hóa đơn"
"Issuer Liability","Trách nhiệm pháp lý tổ chức phát hành"
"It is recommended to set this value to ""Debit or Credit Card"" per store views.","Chúng tôi khuyến nghị thiết lập giá trị này là ""thẻ ghi nợ hoặc tín dụng"" cho mỗi giao diện cửa hàng."
"It is recommended to set this value to ""PayPal"" per store views.","Chúng tôi khuyến nghị thiết lập giá trị này là ""PayPal"" cho mỗi giao diện cửa hàng."
"Items in Your Shopping Cart","Sản phẩm trong giỏ hàng của bạn"
"Last Correlation ID","ID liên hệ gần nhất"
"Last Transaction ID","ID giao dịch gần nhất"
"Learn More","Tìm hiểu thêm"
"Login","Đăng nhập"
"Mass Pay Payment","Thanh toán hàng loạt"
"Matched (CVV2)"," (CVV2)"
"Matched (CVV2CSC)","Phù hợp (CVV2CSC)"
"Matched Address only (no ZIP)","Chỉ có địa chỉ phù hợp (không có mã bưu chính)"
"Matched Address only (no ZIP). International","Chỉ có địa chỉ phù hợp (không có mã bưu chính). Quốc tế"
"Matched Postal Code only (no Address)","Chỉ có mã bưu chính phù hợp (không địa chỉ)"
"Matched five-digit ZIP only (no Address)","Chỉ có 5-số mã bưu chính phù hợp (không địa chỉ)"
"Matched whole nine-didgit ZIP (no Address)","Mã bưu chính 9-chữ số phù hợp (không địa chỉ)"
"Merchant Account","Tài khoản bán  hàng"
"Merchant Country","Quốc gia thương mại"
"Merchant Liability","Trách nhiệm pháp lý thương mại"
"Merchant Location","Địa điểm bán hàng"
"Merchant Protection Eligibility","Trách nhiệm bảo vệ thương mại"
"Merchant Referral Bonus","Tiền thưởng giới thiệu thương mại"
"Merchant holds a non-U.S. account and does not have a withdrawal mechanism.","Người bán có tài khoản không thuộc nước Mỹ và không có cơ chế rút tiền."
"Merchant reference ID format is not supported.","Định dạng ID tham chiếu thương mại không được hỗ trợ."
"Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.","Người bán phải đăng ký với PayPal để kích hoạt tính năng thỏa thuận thanh toán. Đừng kích hoạt tùy chọn này cho đến khi PayPal xác nhận rằng thỏa thuận thanh toán đã được kích hoạt cho tài khoản thương mại của bạn."
"Mobile Optimized","Tối ưu hóa di độnh"
"Mobile Payment (made via a mobile phone)","Thanh toán di động (được thực hiện qua điện thoại di động)"
"N/A","N/A"
"N/A. Address not checked, or acquirer had no response. Service not available","N/A. Địa chỉ chưa được chọn, hoặc người mua chưa trả lời. Dịch vụ không có sẵn"
"N/A. Global Unavailable","N/A. Không khả dụng trên toàn cầu"
"N/A. International Unavailable","N/A. Không khả dụng trên quốc tế"
"N/A. Merchant has indicated that CVV2 is not present on card","N/A. Người bán đã chỉ ra rằng CVV2 không hiện diện trên thẻ"
"N/A. No response","N/A. Không có phản hồi"
"N/A. Not allowed for MOTO (Internet/Phone) transactions","N/A. Không được phép cho giao dịch MOTO (Internet/Điện thoại)"
"N/A. Not processed","N/A. Không được xử lý"
"N/A. Retry","N/A. Thử lại"
"N/A. Service not Supported","N/A. Dịch vụ không được hỗ trợ"
"N/A. Service not available","N/A. Dịch vụ không có sẵn"
"N/A. Service not supported","N/A. Dịch vụ không được hỗ trợ"
"N/A. The merchant did not provide AVS information","N/A. Người bán không cung cấp thông tin AVS"
"N/A. The merchant has not implemented CVV2 code handling","N/A. Người bán không thực hiện xử lý mã CVV2"
"N/A. Unavailable","N/A. Không khả dụng"
"Near Paypal Credit checkout button","Gần nút thanh toán thẻ PayPal"
"Negative Balance","Số dư không đáng có"
"Never","Không bao giờ"
"No","Không"
"No Details matched","Không có chi tiết phù hợp"
"No Details matched. International","Không có chi tiết phù hợp. Quốc tế"
"No Liability Shift","Không có chuyển đổi trách nhiệm pháp lý"
"No Logo","Không có logo"
"No match","Không phù hợp"
"None of the address information matched","Không có thông tin địa chỉ nào phù hợp"
