"- or Shift-click to decrease it","- hoặc giữ Shift-click để giảm đi"
"- or click and drag for faster selection.","- hoặc nhấp chuột và kéo để chọn nhanh hơn"
"-- Not Selected --","-- Không được chọn --"
"-- Please Select --","-- Vui lòng chọn --"
"-- Please Select Billing Agreement--","-- Vui lòng chọn hình thức thanh toán--"
"-- Please Select a Category --","-- Vui lòng chọn một mục --"
"-- Please select --","-- Vui lòng chọn --"
"--Please Select--","--Vui lòng chọn--"
"1 Hour","1 Giờ"
"12 Hours","12 Giờ"
"12h AM/PM","12h AM/PM"
"2 Hours","2 Giờ"
"24 Hours","24 Giờ"
"24h","24h"
"2YTD","2YTD"
"6 Hours","6 Giờ"
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">Lỗi 404</h1><p>Không tìm thấy trang.</p>"
"<strong>%s</strong> requests access to your account","<strong>%s</strong> Yêu cầu kết nối với tài khoản của bạn"
"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Chú ý</strong>: Mã xác nhận nhạy cảm."
"A user with the same user name or email aleady exists.","Tên người dùng hoặc email đã tồn tại."
"API Key","Mã API"
"API Key Confirmation","Xác nhận mã API"
"ASCII","ASCII"
"Abandoned Carts","Giỏ hàng bị hủy"
"About the calendar","Lịch"
"Access Denied","Truy cập bị từ chối"
"Access denied","Truy cập bị từ chối"
"Access denied.","Truy cập bị từ chối."
"Account Created in:","Tạo tài khoản:"
"Account Created on (%s):","Tạo tài khoản: (%s):"
"Account Created on:","Tạo tài khoản:"
"Account Information","Thông tin tài khoản"
"Account Status","Tình trạng tài khoản"
"Account status","Tình trạng tài khoản"
"Action","Thao tác"
"Actions","Thao tác"
"Actions XML","Thao tác XML"
"Active","Đang hoạt động"
"Add","Thêm"
"Add Exception","Thêm ngoại lệ"
"Add Field Mapping","Thêm trường được đối chiếu"
"Add Field with URL:","Thêm trường chứa URL:"
"Add New","Thêm mới"
"Add New Image","Thêm ảnh mới"
"Add New Profile","Thêm hồ sơ mới"
"Add New Role","Thêm vai trò mới"
"Add New Template","Thêm mẫu mới"
"Add New URL Rewrite","Thêm URL Rewrite mới"
"Add New User","Thêm người dùng mới"
"Add New Variable","Thêm biến mới"
"Add Products","Thêm sản phẩm"
"Add URL Rewrite","Thêm URL Rewrite"
"Add URL Rewrite for a Category","Thêm URL Rewrite cho một loại mặt hàng"
"Add URL Rewrite for a Product","Thêm URL Rewrite cho một sản phẩm"
"Add after","Thêm sau khi"
"Additional Cache Management","Quản lý bộ nhớ đêm được bổ sung"
"Address Type:","Loại địa chỉ:"
"Admin","Admin"
"Advanced Admin Section","Chi tiết về Quản trị viên"
"Advanced Profiles","Chi tiết hồ sơ"
"Advanced Section","Phần chi tiết"
"After authorization application will have access to you account.","Sau khi được cấp phép ứng dụng sẽ có quyền truy cập tới tài khoản của bạn."
"All","Tất cả"
"All Allowed Countries","Tất cả quốc gia được cấp phép"
"All Cache","Tất cả bộ nhớ đệm"
"All Files","Tất cả các thư mục"
"All Reviews","Tất cả đánh giá"
"All Store Views","Tất cả cửa hàng"
"All Tags","Tất cả các thẻ"
"All Websites","Tất cả Websites"
"All countries","Tất cả quốc gia"
"All fields","Tất cả các trường"
"All possible rates were fetched, please click on ""Save"" to apply","All possible rates were fetched, please click on ""Save"" to apply"
"All rates were fetched, please click on ""Save"" to apply","Tất cả tỉ suất đã được ghi lại, vui lòng click ""Lưu"" để áp dụng"
"All valid rates have been saved.","Tất cả tỉ suất đúng đã được lưu lại."
"Always (during development)","Luôn luôn (trong suốt quá trình phát triển)"
"Amounts","Số lượng"
"An error has occured while syncronizing media storages.","Đã xảy ra lỗi khi đồng bộ hóa dữ liệu truyền thông."
"An error occurred while clearing the JavaScript/CSS cache.","Đã xảy ra lỗi khi xóa bộ nhớ đệm JavaScript/CSS."
"An error occurred while clearing the configurable swatches image cache.","Đã xảy ra lỗi khi xóa bộ nhớ hình ảnh đã được cấu hình."
"An error occurred while clearing the image cache.","Đã xảy ra lỗi khi xóa bộ nhớ hình ảnh."
"An error occurred while deleting URL Rewrite.","Đã xảy ra lỗi khi xóa URL Rewrite."
"An error occurred while deleting email template data. Please review log and try again.","Đã xảy ra lỗi khi xóa dữ liệu email mẫu. Vui lòng xem lại nhật ký và thử lại."
"An error occurred while deleting record(s).","Đã xảy ra lỗi khi xóa dữ liệu được lưu."
"An error occurred while deleting this role.","Đã xảy ra lỗi khi xóa vai trò này."
"An error occurred while deleting this set.","Đã xảy ra lỗi khi xóa mục này."
"An error occurred while deleting this template.","Đã xảy ra lỗi khi xóa mẫu này."
"An error occurred while finishing process. Please refresh the cache","Đã xảy ra lỗi trong quá trình hoàn thiện. Vui lòng refresh bộ nhớ đệm "
"An error occurred while rebuilding the CatalogInventory Stock Status.","Đã xảy ra lỗi khi tạo lại Tình trạng Hàng tồn kho CatalogInventory."
"An error occurred while rebuilding the catalog index.","Đã xảy ra lỗi khi tạo lại chỉ mục danh mục hàng."
"An error occurred while rebuilding the flat catalog category.","Đã xảy ra lỗi khi tạo lại cấu trúc danh mục phẳng."
"An error occurred while rebuilding the flat product catalog.","Đã xảy ra lỗi khi tạo lại danh mục sản phẩm phẳng."
"An error occurred while rebuilding the search index.","Đã xảy ra lỗi khi tạo lại danh mục tìm kiếm."
"An error occurred while refreshing roles.","Đã xảy ra lỗi khi làm mới vai trò."
"An error occurred while refreshing the Catalog Rewrites.","Đã xảy ra lỗi khi làm mới Ghi đè danh mục hàng."
"An error occurred while refreshing the Layered Navigation indices.","Đã xảy ra lỗi khi làm mới các chỉ số Điều hướng nhiều tầng."
"An error occurred while refreshing the catalog rewrites.","Đã xảy ra lỗi khi làm mới Ghi đè danh mục hàng."
"An error occurred while refreshing the layered navigation indices.","Đã xảy ra lỗi khi làm mới các chỉ số Điều hướng nhiều tầng."
"An error occurred while saving URL Rewrite.","Đã xảy ra lỗi khi lưu Ghi đè URL."
"An error occurred while saving account.","Đã xảy ra lỗi khi lưu tài khoản."
"An error occurred while saving review.","Đã xảy ra lỗi khi lưu đánh giá."
"An error occurred while saving the customer.","Đã xảy ra lỗi khi lưu khách hàng."
"An error occurred while saving this configuration:","Đã xảy ra lỗi khi lưu cấu hình này:"
"An error occurred while saving this role.","Đã xảy ra lỗi khi lưu vai trò này."
"An error occurred while saving this template.","Đã xảy ra lỗi khi lưu mẫu này."
"An error occurred while updating the selected review(s).","Đã xảy ra lỗi khi cập nhật những đánh giá được chọn."
"Any","Bất kì"
"Any Attribute Set","Thuộc tính bất kì"
"Any Group","Nhóm bất kì"
"Any Status","Trạng thái bất kì"
"Any Store","Cửa hàng bất kì"
"Any Type","Loại bất kì"
"Any Visibility","Hiển thị bất kì"
"Any data created since the backup was made will be lost including admin users, customers and orders.","Bất kì dữ liệu được tạo sau khi sao lưu dự phòng sẽ bị mất, bao gồm quản trị viên, khách hàng và đơn hàng."
"Archive file name:","Tên tập tin lưu trữ:"
"Are you sure that you want to delete this template?","Bạn có chắc chắn muốn xóa mẫu này?"
"Are you sure that you want to strip tags?","Bạn có chắc chắn muốn xóa những thẻ này?"
"Are you sure you want to do this?","Bạn có chắc chắn muốn thực hiện thao tác này?"
"Are you sure you want to proceed?","Bạn có chắc chắn muốn tiếp tục?"
"Area","Khu vực"
"As low as:","Thấp như:"
"Assigned","Được chuyển giao"
"Associated Tags","Các thẻ liên quan"
"Attribute Set Name:","Tên thuộc tính:"
"Attributes","Thuộc tính"
"Authorization confirmed","Xác nhận cấp phép"
"Authorize","Cấp phép"
"Authorize application","Cấp phép ứng dụng"
"Authorized OAuth Tokens","OAuth Tokens đã được cấp phép"
"Automatic (equalize price ranges)","Tự động (cân bằng mức giá)"
"Automatic (equalize product counts)","Tự động (cân bằng số sản phẩm được tính)"
"Average Order Amount","Giá trị đơn hàng trung bình"
"Average Orders","Giá trị Đơn hàng trung bình"
"BINARY","BINARY"
"Back","Quay lại"
"Back to Login","Quay lại đăng nhập"
"Backup","Sao lưu"
"Backup Name","Tên sao lưu"
"Backup options","Sao lưu các lựa chọn"
"Backups","Sao lưu"
"Base currency","Ngoại tệ cơ sở"
"Bcc","Bcc"
"Bestsellers","Bán chạy nhất"
"Billing Address","Địa chỉ nhận hàng"
"Billing Address: ","Địa chỉ nhận hàng: "
"Billing Agreement","Hợp đồng Thanh toán"
"Billing Agreements","Hợp đồng Thanh toán"
"Block Information","Thông tin kho hàng"
"Both (without and with tax)","Cả hai (có và không có thuế)"
"Both IPN and PDT","Cả IPN và PDT"
"Browse Files...","Chọn tập tin..."
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Gói hàng với giá động (dynamic pricing) không thể bao gồm các tùy chọn tùy chỉnh. Tùy chọn sẽ không được lưu lại."
"CMS","CMS"
"CRITICAL","ƯU TIÊN"
"CSV","CSV"
"CSV / Tab separated","CSV / Tab được phân tách"
"Cache Control","Điều khiển bộ nhớ đệm"
"Cache Control (beta)","Điều khiển bộ nhớ đệm (thử nghiệm)"
"Cache Management","Quản lý bộ nhớ đệm"
"Cache Type","Loại bộ nhớ đệm"
"Cancel","Hủy"
"Cannot add new comment.","Không thể thêm bình luận mới."
"Cannot add tracking number.","Không thể thêm số lượng theo dõi."
"Cannot create an invoice without products.","Không thể tạo ra một hóa đơn mà không có sản phẩm."
"Cannot create credit memo for the order.","Không thể tạo hoàn tiền cho các đơn đặt hàng."
"Cannot delete the design change.","Không thể xóa các thay đổi thiết kế."
"Cannot delete tracking number.","Không thể xóa số lượng theo dõi."
"Cannot do shipment for the order separately from invoice.","Không thể  giao hàng cho các đơn đặt hàng riêng rẽ từ hóa đơn."
"Cannot do shipment for the order.","Không thể giao hàng theo đơn đặt hàng."
"Cannot initialize shipment for adding tracking number.","Không thể tạo đơn giao hàng cho số lượng theo dõi thêm vào."
"Cannot initialize shipment for delete tracking number.","Không thể tạo đơn giao hàng cho số lượng theo dõi đã xóa."
"Cannot load track with retrieving identifier.","Không thể theo dõi những định danh đã truy xuất."
"Cannot retrieve tracking number detail.","Không thể truy xuất chi tiết số lượng theo dõi."
"Cannot save shipment.","Không thể lưu hàng."
"Cannot save the credit memo.","Không thể lưu hoàn tiền."
"Cannot send shipment information.","Không thể gửi thông tin chuyến hàng."
"Cannot update item quantity.","Không thể cập nhật số lượng mặt hàng."
"Cannot update the item\'s quantity.","Không thể cập nhật số lượng các mặt hàng."
"Catalog","Danh mục hàng"
"Catalog Price Rules","Quy tắc giá theo danh mục hàng (Catalog Price Rules)"
"Catalog Rewrites","Ghi đè danh mục hàng"
"Categories","Loại mặt hàng"
"Category","Loại mặt hàng"
"Category:","Loại mặt hàng:"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","Biểu đồ đã bị vô hiệu. Nếu bạn muốn bật lại biểu đồ, click vào <a href=""%s"">đây</a>."
"Checkbox","Ô lựa chọn"
"Child Transactions","Giao dịch con"
"Choose Store View:","Chọn cửa hàng:"
"Choose an attribute","Chọn một thuộc tính"
"Chosen category does not associated with any website, so url rewrite is not possible.","Loại mặt hàng được chọn không liên kết với bất kì website nào, vì vậy url rewrite không thể được thực hiện."
"Chosen product does not associated with any website, so url rewrite is not possible.","Sản phẩm được chọn không liên kết với bất kì sản phẩm nào, vì vậy url rewrite không thể được thực hiện."
"Clear","Xóa"
"Close","Đóng"
"Code","Mã"
"Comment text field cannot be empty.","Không thể để trống trường bình luận."
"Complete","Hoàn thành"
"Config form fieldset clone model required to be able to clone fields","Config form fieldset clone model required to be able to clone fields"
"Configuration","Cấu hình"
"Confirm New Password","Xác nhận mật khẩu mới"
"Confirm token authorization Pop Up for admin","Xác nhận Pop up cấp phép token cho quản trị viên"
"Confirm token authorization for admin","Xác nhận cấp phép token cho quản trị viên"
"Confirmation Of Authorization","Xác nhận việc cấp phép"
"Confirmed email:","Confirmed email:"
"Connect with the Magento Community","Kết nối với Cộng đồng Magento"
"Continue","Tiếp tục"
"Convert to Plain Text","Chuyển sang dạng Văn bản thuần"
"Cookie (unsafe)","Cookie (không an toàn)"
"Country","Quốc gia"
"Country:","Quốc gia:"
"Coupons","Phiếu giảm giá"
"Create","Tạo mới"
"Create DB Backup","Tạo sao lưu DB"
"Create New Attribute","Tạo thuộc tính mới"
"Create URL Rewrite:","Tạo URL Rewrite:"
"Created At","Được tạo vào"
"Credit Card %s","Credit Card %s"
"Credit Memo History","Lịch sử hoàn tiền"
"Credit Memo Totals","Tổng cộng hoàn tiền"
"Credit Memos","Hoàn tiền"
"Credit memo #%s comment added","Ý kiến cho hoàn tiền #%s được thêm vào"
"Credit memo #%s created","Hoàn tiền #%s được tạo mới"
"Credit memo\'s total must be positive.","Tổng các hoàn tiền\ phải là một số dương."
"Currency","Ngoại tệ"
"Currency ""%s"" is used as %s in %s.","Ngoại tệ ""%s"" được sử dụng như là %s trong %s."
"Currency Information","Thông tin ngoại tệ"
"Currency Setup Section","Phần thiết lập ngoại tệ"
"Current Admin Password","Mật khẩu quản trị hiện tại"
"Current Configuration Scope:","Phạm vi cấu hình hiện tại:"
"Current Month","Tháng hiện tại"
"Custom","Tùy chỉnh"
"Custom Variable ""%s""","Tùy chỉnh biến ""%s"""
"Custom Variables","Tùy chỉnh biến"
"Customer","Khách hàng"
"Customer Group:","Nhóm khách hàng:"
"Customer Groups","Nhóm khách hàng"
"Customer Name","Tên khách hàng"
"Customer Reviews","Đánh giá của khách hàng"
"Customer Shopping Carts","Giỏ hàng của khách hàng"
"Customer Since:","Khách hàng từ:"
"Customer Tax Classes","Loại thuế cho khách hàng"
"Customer with the same email already exists.","Địa chỉ email đã tồn tại."
"Customers","Khách hàng"
"Customers by Number of Orders","Khách hàng theo số đơn hàng"
"Customers by Orders Total","Khách hàng theo tổng giá trị đơn hàng"
"DHTML Date/Time Selector","Chọn Ngày/Thời gian DHTML"
"Dashboard","Bảng điều khiển"
"Data Format","Loại dữ liệu"
"Data transfer:","Chuyển giao dữ liệu:"
"Database","Cơ sở dữ liệu"
"Dataflow - Advanced Profiles","Luồng dữ liệu - Hồ sơ chi tiết"
"Dataflow - Profiles","Luồng dữ liệu - Hồ sơ"
"Date","Ngày"
"Date & Time","Ngày & Thời gian"
"Date Added","Ngày thêm"
"Date Updated","Ngày cập nhật"
"Date selection:","Ngày chọn:"
"Date selector","Ngày chọn"
"Day","Ngày"
"Decimal separator:","Số thập phân:"
"Default (Admin) Values","Giá trị mặc định"
"Default Billing Address","Địa chỉ thanh toán mặc định"
"Default Config","Cấu hình mặc định"
"Default Template from Locale","Ngôn ngữ mẫu mặc định"
"Default Values","Giá định mắc định"
"Default display currency ""%s"" is not available in allowed currencies.","Ngoại tệ mặc định ""%s"" không có sẵn trong các loại ngoại tệ cho phép."
"Default scope","Phạm vi mặc định"
"Delete","Xóa"
"Delete %s","Xóa %s"
"Delete %s '%s'","Xóa %s '%s'"
"Delete File","Xóa tập tin"
"Delete Image","Xóa hình ảnh"
"Delete Profile","Xóa hồ sơ"
"Delete Role","Xóa vai trò"
"Delete Store","Xóa cửa hàng"
"Delete Store View","Xóa cửa hàng"
"Delete Template","Xóa mẫu"
"Delete User","Xóa người dùng"
"Delete Website","Xóa website"
"Description","Mô tả"
"Design","Thiết kế"
"Design Section","Phần thiết kế"
"Details","Chi tiết"
"Developer Section","Phần cho người phát triển phần mềm"
"Direction:","Định hướng:"
"Disable","Vô hiệu"
"Disabled","Đã vô hiệu"
"Display %s first","Hiển thị %s đầu tiên"
"Display default currency","Hiển thị ngoại tệ mặc định"
"Distributed under GNU LGPL. See %s for details.","Được phân phối theo GNU LGPL. Xem %s để biết thêm chi tiết."
"Do you really want to KILL parallel process and start new indexing process?","Bạn có thực sự muốn HỦY quá trình song song và bắt đầu quá trình lập chỉ mục mới?"
"Do you really want to proceed?","Bạn có thực sự muốn tiếp tục?"
"Download","Tải về"
"Downloads","Tải về"
"Drag to move","Kéo để di chuyển"
"Drop-down","Xổ xuống"
"Edit","Chỉnh sửa"
"Edit Design Change","Chỉnh sửa thiết kế"
"Edit Email Template","Chỉnh sửa mẫu email"
"Edit Order","Chỉnh sửa đơn hàng"
"Edit Poll","Chỉnh sửa ý kiến"
"Edit Queue","Chỉnh sửa hàng đợi"
"Edit Review","Chỉnh sửa đánh giá"
"Edit Role","Chỉnh sửa vai trò"
"Edit Store View","Chỉnh sửa cửa hàng"
"Edit System Template","Chỉnh sửa mẫu hệ thống"
"Edit Template","Chỉnh sửa mẫu"
"Edit URL Rewrite","Chỉnh sửa URL Rewrite"
"Edit User","Chỉnh sửa người dùng"
"Edit User '%s'","Chỉnh sửa người dùng '%s'"
"Edit Website","Chỉnh sửa Website"
"Email","Email"
"Email Address:","Địa chỉ email:"
"Email to a Friend","Email cho bạn bè"
"Email:","Email:"
"Enable","Kích hoạt"
"Enabled","Đã kích hoạt"
"Enclose Values In:","Kèm theo giá trị trong:"
"Entity Attributes","Các thuộc tính thực thể"
"Entity Type","Loại thực thể"
"Entity type:","Loại thực thể:"
"Error","Lỗi"
"Excel XML","Excel XML"
"Excl. Tax","Không bao gồm thuế"
"Exclude media folder from backup","Không bao gồm thư mục thông tin trong bản sao lưu"
"Export","Xuất dữ liệu"
"Export CSV","Xuất tập tin CSV"
"Export Filters","Xuất bộ lọc"
"Export to:","Xuất thành:"
"Export:","Xuất dữ liệu:"
"FTP Host","FTP Host"
"FTP Host[:Port]","FTP Host[:Port]"
"FTP Login","Đăng nhập FTP"
"FTP Password","Mật khẩu FTP"
"FTP credentials","Thông tin FTP"
"Failed","Thất bại"
"Failed to add a product to cart by id ""%s"".","Không thể thêm một sản phẩm vào giỏ hàng với mã số ""%s""."
"Failed to cancel the billing agreement.","Không thể hủy bỏ hợp đồng thanh toán."
"Failed to clear the JavaScript/CSS cache.","Không thể xóa JavaScript / CSS bộ nhớ đệm."
"Failed to delete the billing agreement.","Không xóa được hợp đồng thanh toán."
"Failed to update the profile.","Không thể cập nhật hồ sơ cá nhân."
"Field","Trường thông tin"
"Field Mapping","Trường kết nối"
"File","Tập tin"
"File Information","Thông tin tập tin"
"File System","Tập tin hệ thống"
"File mode","Chế độ tập tin"
"File name:","Tên tập tin:"
"File size should be more than 0 bytes","Kích thước tập tin phải lớn hơn 0 byte"
"Finished profile execution.","Thực hiện hồ sơ đã hoàn thành."
"First Invoice Created Date","Hóa đơn đầu tiên trong ngày"
"First Name","Tên"
"First Name is required field.","Bắt buộc nhập tên."
"First Name:", "Tên:"
"Fixed","Cố định"
"Flush Catalog Images Cache","Xóa bộ nhớ đệm hình ảnh danh mục hàng"
"Flush JavaScript/CSS Cache","Xóa bộ nhớ đệm JavaScript/CSS"
"Flush Swatch Images Cache","Xóa bộ nhớ đệm hình ảnh mẫu"
"For category","Cho loại mặt hàng"
"For latest version visit: %s","Lượt xem phiên bản mới nhất: %s"
"For product","Sản phẩm"
"Forgot Admin Password","Quên Mật khẩu quản trị"
"Forgot your password?","Quên mật khẩu?"
"Forgot your user name or password?","Quên tên người dùng hoặc mật khẩu?"
"From","Từ"
"GLOBAL","TOÀN CẦU"
"Gb","Gb"
"General Information","Thông tin chung"
"General Section","Phần chung"
"Get Image Base64","Lấy hình ảnh 64 bit"
"Get help for this page","Trợ giúp"
"Give the verifier code to application administrator","Gửi mãi xác nhận cho quản trị viên"
"Global Attribute","Thuộc tính chung"
"Global Record Search","Tìm kiếm"
"Global Search","Tìm kiếm chung"
"Go Today","Tới Hôm nay"
"Go to messages inbox","Tới hộp thư đến"
"Go to notifications","Tới thông báo"
"Google Base","Google Base"
"Google Sitemaps","Sơ đồ trang Google"
"Grand Total","Tổng cộng"
"Grid (default) / List","Dạng lưới (mặc định) / Danh sách"
"Grid Only","Chỉ dạng lưới"
"Group:","Nhóm:"
"Guest","Khách"
"HTTP (unsecure)","HTTP (không bảo mật)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Hãy giúp chúng tôi giữ Magento luôn hoạt động tốt - Báo cáo tất cả các lỗi"
"Helper attributes should not be used in custom layout updates.","Thuộc tính người trợ giúp không nên được sử dụng trong bản cập nhật giao diện tùy chỉnh."
"Helper for options rendering doesn't implement required interface.","Người trợ giúp cho các tùy chọn sẽ không thực hiện các giao diện theo yêu cầu."
"Home","Trang chủ"
"ID","ID"
"ID Path","Đường dẫn ID"
"IP Address","Địa chỉ IP"
"IPN (Instant Payment Notification) Only","IPN (Thông báo thanh toán tức thì)"
"Id","Id"
"If there is an account associated with %s you will receive an email with a link to reset your password.","Nếu có một tài khoản liên quan đến %s bạn sẽ nhận được một email chứa liên kết để đặt lại mật khẩu của bạn."
"If this message persists, please contact the store owner.","Nếu thông báo này vẫn còn, xin vui lòng liên hệ với chủ cửa hàng."
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","Nếu bạn không chọn một giá trị cho một cửa hàng cụ thể thì giá trị mặc định (Admin) sẽ được sử dụng."
"Images (.gif, .jpg, .png)","Hình ảnh (.gif, .jpg, .png)"
"Images Cache","Bộ nhớ đệm hình ảnh"
"Import","Nhập thông tin"
"Import Service","Nhập dịch vụ"
"Import and Export","Nhập và Xuất thông tin"
"Import and Export Tax Rates","Nhập và Xuất thuế suất"
"Import/Export","Nhập/Xuất"
"Import/Export Advanced","Nhập/Xuất chi tiết"
"Import/Export Profile","Nhập/Xuất hồ sơ"
"Important: ","Quan trọng: "
"Imported <strong>%s</strong> records","Dữ liệu <strong>%s</strong> đã được nhập"
"In","Tại"
"In Database:","Trong cơ sở dữ liệu:"
"In File:","Trong tập tin:"
"Inactive","Không hoạt động"
"Incl. Tax","Bao gồm thuế"
"Incoming Message","Tin nhắn đến"
"Insert Variable...","Chèn thêm biến..."
"Interactive","Tương tác"
"Interface Locale: %s","Ngôn ngữ giao tiếp: %s"
"Invalid Form Key. Please refresh the page.","Mã biểu mẫu không đúng. Vui lòng tải lại trang."
"Invalid Import Service Specified","Dịch vụ nhập vào không đúng"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","Dữ liệu POST không đúng (Vui lòng kiểm tra cài đặt post_max_size và upload_max_filesize trong tệp php.ini)."
"Invalid Secret Key. Please refresh the page.","Mã bí mật không đúng. Vui lòng tải lại trang."
"Invalid User Name or Password.","Tên người dùng hoặc mật khẩu không đúng."
"Invalid data","Dữ liệu không đúng"
"Invalid directory: %s","Thư mục không đúng: %s"
"Invalid email address ""%s"".","Địa chỉ email không đúng ""%s""."
"Invalid email address.","Địa chỉ email không đúng"
"Invalid file: %s","Tập tin không đúng: %s"
"Invalid input data for %s => %s rate","Dữ liệu đầu vào không đúng cho %s => %s tỷ lệ"
"Invalid parent block for this block","Khối chính không đúng"
"Invalid parent block for this block.","Khối chính không đúng."
"Invalid password reset token.","Mật khẩu không đúng."
"Invalid response","Phản hồi không đúng"
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Tên người gửi ""%s"" không đúng. Vui lòng dùng các ký tự bình thường và khoảng trống."
"Invalid timezone","Múi giờ không đúng"
"Invalidated","Vô hiệu hóa"
"Inventory Stock Status","Trạng thái hàng tồn kho"
"Invoice #%s comment added","Ý kiến cho hóa đơn #%s được thêm vào"
"Invoice #%s created","Hóa đơn #%s được tạo"
"Invoice History","Lịch sử hóa đơn"
"Invoice Totals","Tổng số hóa đơn"
"Invoice canceling error.","Lỗi hủy bỏ hóa đơn."
"Invoice capturing error."," Lỗi hình ảnh hóa đơn."
"Invoice voiding error.","Lỗi vô hiệu hóa hóa đơn."
"Invoices","Hóa đơn"
"Is Closed","Đã đóng"
"Is Default","Mặc định"
"Issue Number","Số phát hành"
"Items","Các mặt hàng"
"JavaScript seems to be disabled in your browser.","Javascript dường như bị vô hiệu hóa trong trình duyệt của bạn."
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS Cache"
"Kb","Kb"
"Last 24 Hours","24 Giờ trước"
"Last 5 Orders","5 đơn hàng gần nhất"
"Last 5 Search Terms","5 cụm từ tìm kiếm gần nhất"
"Last 7 Days","7 Ngày trước"
"Last Credit Memo Created Date","Ngày tạo Credit Memo mới nhất"
"Last Invoice Created Date","Ngày tạo hóa đơn mới nhất"
"Last Logged In (%s):","Lần cuối đăng nhập (%s):"
"Last Logged In:","Lần cuối đăng nhập:"
"Last Name","Họ"
"Last Name is required field.","Trường Họ là trường bắt buộc."
"Last Name:","Họ:"
"Last updated: %s. To refresh last day's <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","Cập nhật lần cuối: %s. Để làm mới <a href=""%s""> thống kê</a> gần nhất, nhấn vào <a href=""%s""> đây</a>."
"Latest Message:","Tin nhắn mới nhất:"
"Layered Navigation Indices","Layered Navigation Indices"
"Layered Navigation Indices were refreshed.","Layered Navigation Indices were refreshed."
"Leave empty to use tax identifier","Bỏ trống để dùng ký hiệu nhận dạng thuế"
"Lifetime Sales","Toàn bộ đơn hàng"
"Lifetime statistics have been updated.","Toàn bộ thống kê đã được cập nhật."
"Links","Đường dẫn"
"Links with associated products will retain only after saving current product.","Đường dẫn liên kết tới sản phẩm sẽ được lưu lại sau khi lưu sản phẩm hiện hành."
"List (default) / Grid","Danh sách (Mặc định) / Grid"
"List Only","Danh sách"
"Load Template","Tải Mẫu"
"Load default template","Tải mẫu mặc định"
"Loading...","Đang tải..."
"Local Server","Local Server"
"Local/Remote Server","Local/Remote Server"
"Locale","Vùng"
"Log In","Đăng nhập"
"Log Out","Đăng xuất"
"Log in to Admin Panel","Đăng nhập vào Bảng quản trị"
"Log in to use <strong>%s</strong>","Đăng nhập để sử dụng <strong>%s</strong>"
