"First Name","Tên"
"Full Download / SVN Installation","Tải về phiên bản đầy đủ / cài đặt qua SVN"
"Get ready to experience Open-Source eCommerce Evolved.","Hãy sẵn sàng để trải nghiệm thương mại điện tử mã nguồn mở."
"Go to Backend","Đi tới trang Backend"
"Go to Frontend","Đi tới giao diện người dùng"
"Having trouble installing Magento?","Có vấn đề cài đặt Magento?"
"Help Us to Keep Magento Healthy","Giúp chúng tôi giữ Magento lành mạnh"
"Host","Máy chủ"
"I agree to the above terms and conditions.","Tôi đồng ý với các điều khoản và điều kiện trên."
"If you are a developer and would like to have the latest public updates, choose this option.","Nếu bạn là một lập trình viên và muốn có những cập nhật mới nhất, chọn tùy chọn này."
"If you are running PHP as CGI, your PHP processes may run under the same user as the user you used when uploading Magento files.","Nếu bạn đang chạy PHP như CGI, quy trình PHP của bạn có thể hoạt động cùng tên người dùng mà bạn sử dụng khi tải file về  Magento."
"If you are running the install wizard over a previously downloaded and installed Magento installation, proceed with this method.","Nếu bạn đang chạy các cài đặt trên một Magento đã tải về trước đó và đã cài đặt Magento, tiến hành phương pháp này."
"If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation.","Nếu bạn không muốn hoặc không thể ghi vào thư mục Magento cho quá trình lập web, bạn có thể sử dụng PEAR thực thi nằm trong thư mục gốc cài đặt Magento."
"If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below.","Nếu bạn đã tải về các gói phần mềm đầy đủ hoặc cài đặt Magento qua SVN, bạn nên bỏ qua cài đặt và xác nhận các gói bằng cách nhấn vào nút bên dưới."
"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","Nếu bạn muốn quản lý gói Magento thông qua giao diện quản trị web, bạn sẽ cần phải có quyền truy cập web áp dụng cho tất cả các thư mục và các tệp Magento."
"If your server is running on MS Windows, most probably you will not need to change anything.","Nếu máy chủ của bạn đang chạy trên MS Windows, bạn hầu như không cần phải thay đổi gì cả."
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","Trong trường hợp khác, bạn sẽ cần phải cho phép tệp Magento có thể ghi được cho người dùng mà máy chủ đang chạy."
"Installation","Cài đặt"
"Installation Guide","Hướng dẫn cài đặt"
"Installer does not exist for %s database type","Cài đặt không tồn tại cho loại cơ sở dữ liệu %s "
"Last Name","Họ"
"License Agreement","Giấy phép"
"Locale","Ngôn ngữ và khu vực"
"Locale settings","Cài đặt ngôn ngữ và khu vực"
"Localization","Địa phương hóa"
"Login Information","Thông tin đăng nhập"
"Magento","Magento"
"Magento Connect Manager Deployment","Kết nối vào trang quản trị Magento"
"Magento Installation Wizard","Cài đặt Magento"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento là một nhãn hiệu của Magento Inc. Bản quyền &copy; %s Magento Inc."
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","Magento sử dụng khóa này để mã hóa mật khẩu, thẻ tín dụng và nhiều hơn nữa. Nếu trường này được để trống, hệ thống sẽ tạo một khóa mã hóa cho bạn và sẽ hiển thị nó trên trang tiếp theo."

"Manual Downloads and Upgrades","Tải về và cập nhật thủ công"
"No resource for %s DB model.","Không có nguồn cho mô hình dữ liệu %s ."
"One of PHP Extensions ""%s"" must be loaded.","Một trong số tiện ích PHP ""%s"" phải được tải."
"PHP Extension '%s' loaded","Tiện ích PHP '%s' đã được tải"
"PHP Extensions ""%s"" must be loaded.","Các tiện ích PHP ""%s"" phải được tải."
"PHP extension ""%s"" must be loaded.","Tiện ích PHP ""%s"" phải được tải."
"Package Management through the Web","Quản lý gói thông qua trang Web"
"Password","Mật khẩu"
"Password Confirmation","Xác nhận mật khẩu"
"Path ""%s"" must be writable.","Đường dẫn ""%s"" phải ghi được."
"Personal Information","Thông tin cá nhân"
"Please correct the user data and try again.","Vui lòng sửa dữ liệu người dùng và thử lại."
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","Hãy đảm bảo rằng <code>mod_rewrite</code> được kích hoạt trong cấu hình Apache."
"Please note that it is much less stable than beta.","Xin lưu ý rằng phiên bản này kém ổn định hơn so với phiên bản thử nghiệm."
"Please note that only UNIX, Linux and Mac OS X shells are currently supported. For Windows use the '%s' option.","Xin lưu ý rằng chỉ có UNIX, Linux và Mac OS X được hỗ trợ. Đối với Windows sử dụng tùy chọn '%s'."
"Please set all required settings before clicking Continue","Hãy thiết lập tất cả các cài đặt cần thiết trước khi nhấn Tiếp tục"
"Preferred stability: %s","Tính ổn định ưu tiên: %s"
"Proceed With Automatic Download (%s)","Tự động tải về (%s)"
"Provide a complete base URL for SSL connection. For example: %s","Cung cấp một URL cơ sở đầy đủ cho các kết nối SSL. Ví dụ: %s"
"Report All Bugs","Báo cáo tất cả các lỗi"
"Required Fields","Trường bắt buộc"
"Response from server isn\'t valid.","Phàn hồi từ máy chủ không đúng."
"Run admin interface with SSL","Chạy giao diện quản trị với SSL"
"Run this in your shell from Magento root folder:","Chạy trong hệ điều hành của bạn từ thư mục gốc Magento:"
"Save Session Data In","Lưu mục dữ liệu trong"
"Save Session Files In","Lưu tệp trong"
"Secure Base URL","URL an toàn cơ sở"
"Session Storage Options","Tùy chọn lưu trữ"
"Setting preferred state to: %s","Thiết lập trạng thái ưu tiên cho: %s"
"Skip Base URL Validation Before the Next Step","Bỏ qua xác nhận URL cơ sở trước khi qua bước tiếp theo"
"Skip Secure URL validation before next step","Bỏ qua xác nhận URL an toàn trước khi qua bước tiếp theo"
"Tables Prefix","Bảng tiền tố"
"The URL ""%s"" is invalid.","URL ""%s"" không đúng."
"The URL ""%s"" is not accessible.","URL ""%s"" không truy cập được."
"The database server version doesn\'t match system requirements (required: %s, actual: %s).","Các phiên bản máy chủ cơ sở dữ liệu không phù hợp với yêu cầu hệ thống (yêu cầu: %s, thực tế: %s)."
"The table prefix should contain only letters (a-z), numbers (0-9) or underscores (_), the first character should be a letter.","Bảng tiền tố chỉ nên chứa các chữ cái (az), các số (0-9) hoặc dấu gạch dưới (_), các ký tự đầu tiên phải là chữ cái."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","Có một vấn đề cài đặt gói Magento. Xin vui lòng đọc các log, sửa lỗi và thử lại."
"Time Zone","Múi giờ"
"Use Secure URLs (SSL)","Sử dụng URL an toàn (SSL)"
"Use Web Server (Apache) Rewrites","Sử dụng ghi đè máy chủ web (Apache)"
"User Name","Tên người dùng"
"User Password","Mật khẩu người dùng"
"Username","Tên đăng nhập"
"Validation","Xác nhận"
"Web access options","Tùy chọn truy cập web"
"Welcome","Xin chào"
"Welcome to Magento's Installation Wizard","Chào mừng bạn đến với cài đặt Magento"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","Bạn có thể xác định cổng máy chủ, Ví dụ: localhost:3307<br />Nếu bạn không sử dụng tệp UNIX mặc định, bạn có thể xác định nó ở đây thay vì máy chủ, Ví dụ : /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","Bạn có thể kích hoạt tùy chọn này để sử dụng chức năng ghi đè máy chủ trang web để cải thiện công cụ tối ưu hóa tìm kiếm."
"You're All Set","Bạn đang thiết lập tất cả"
"You're All Set!","Bạn đang thiết lập tất cả!"
